VISA,URL,SECTION,DESCRIPTION
Verpflichtungserklärung für einen langfristigen Aufenthalt,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/326540/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Keplerstraße in Anspruch genommen werden.
Bitte vereinbaren Sie vor einer persönlichen Vorsprache einen Termin per E-Mail oder Post (siehe Abschnitt ""Voraussetzungen"").                




Landesamt für Einwanderung (LEA)




LEA, Keplerstr.


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,VORAUSSETZUNGEN,"Intensivsprachkurs                                


                                    Eine Aufenthaltserlaubnis zum Erlernen der deutschen Sprache kann nur für die Teilnahme an einem Intensivsprachkurs erteilt werden.
Ein Intensivsprachkurs setzt voraus, dass seine Dauer von vornherein zeitlich begrenzt ist, in der Regel täglichen Unterricht (mindestens 18 Unterrichtsstunden pro Woche) umfasst und auf den Erwerb umfassender deutscher Sprachkenntnisse gerichtet ist. Abend- und Wochenendkurse erfüllen diese  nicht.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich"
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,ERFORDERLICHE UNTERLAGEN,"Gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Formular ""Antrag auf Erteilung eines Aufenthaltstitels"" (ausgefüllt)                                



                                Nachweis über Intensivsprachkurs                                

Bescheinigung der Sprachschule über einen gebuchten Sprachkurs von mindestens 3 MonatenVertrag mit der Sprachschule 



                                Krankenversicherung (Versicherungskarte)                                

                                    Jede gesetzliche Krankenversicherung genügt. Für die Dauer des Sprachkurses genügt ebenso eine Reisekrankenversicherung.                                



                                Nachweis über gesicherten Lebensunterhalt                                

Sperrkonto bei einer deutschen Bank über 11.959,00 Euro (aktueller Wert für das Jahr 2023),Abgabe einer Verpflichtungserklärung durch Dritte auf amtlichem Vordruck odernotariell beglaubigte Erklärung der Eltern, für die Dauer des Sprachkurses den Lebensunterhalt zu sichern, mit Nachweisen über das Einkommen der Eltern in den letzten sechs Monaten 



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung)oder
Mietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,FORMULARE,"Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Griechisch-Türkisch-Vietnamesisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Spanisch-Portugiesisch-Russisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Serbisch-Bosnisch)"
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,GEBÜHREN,"100,00 EuroTürkische Staatsangehörige (sowohl für die erste Erteilung als auch für die Verlängerung):
22,80 Euro: bis zum vollendeten 24. Lebensjahr37,00 Euro: ab dem vollendeten 24. Lebensjahr"
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 16f Abs. 1
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Wir empfehlen deshalb eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters





                                    Informationen des Auswärtigen Amts zum Sperrkonto"
Aufenthaltserlaubnis zum Besuch eines Sprachkurses,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/324289/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Keplerstraße in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Keplerstr.
Termin buchen



LEA, Zum Business Immigration Service (BIS)


Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,VORAUSSETZUNGEN,"Hochschulzugangsberechtigung (HZB)



                                    Dabei handelt es sich entweder um ein deutsches Abiturzeugnis oder um ein internationales Reifezeugnis.                                



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,ERFORDERLICHE UNTERLAGEN,"Gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Formular ""Antrag auf Erteilung eines Aufenthaltstitels""                                

                                    verfügbar in den Sprachen Deutsch, Englisch, Französisch, Italienisch, Griechisch, Türkisch, Vietnamesisch, Spanisch, Portugiesisch, Russisch, Serbisch und Bosnisch                                



                                Nachweise des Lebensunterhalts                                

                                    Als Nachweise werden akzeptiert:
Sperrkonto bei einer deutschen Bank über 10.872,00 Euro (aktueller Wert für das Jahr 2023) oderVerpflichtungserklärung auf amtlichem Vordruck oderStipendienbescheinigung odernotariell beglaubigte Erklärung der Eltern, für die Dauer des Studiums den Lebensunterhalt zu sichern mit Nachweisen über das Einkommen der Eltern in den letzten sechs Monaten 



                                Krankenversicherung                                 

                                    Der Nachweis eines gesicherten Lebensunterhalts umfasst auch einen ausreichenden Krankenversicherungsschutz. Gesetzlich Krankenversicherte sind ausreichend versichert. Privat Krankenversicherte müssen auf Art und Umfang ihrer Krankenversicherung achten. Für mehr Informationen dazu bitte das Merkblatt (im Abschnitt ""Formulare"") lesen.                                



                                Vertrag mit einer Sprachschule oder Zulassung zum Studienkolleg                                

Zusätzlich bei einem Intensivsprachkurs: Bescheinigung der Sprachschule über einen gebuchten Sprachkurs von mindestens 3 Monaten 



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung)oder
Mietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“"
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,FORMULARE,"Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)





                                        Antrag auf Erteilung einer Aufenthaltserlaubnis (Deutsch-Griechisch-Türkisch-Vietnamesisch)





                                        Antrag auf Erteilung einer Aufenthaltserlaubnis (Deutsch-Spanisch-Portugiesisch-Russisch)





                                        Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Serbisch-Bosnisch)





                                        Krankenversicherung für Studierende"
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,GEBÜHREN,"100,00 EuroTürkische Staatsangehörige:
22,80 Euro: bis zum vollendeten 24. Lebensjahr37,00 Euro: ab dem vollendeten 24. Lebensjahr"
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 16b Abs. 1
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Wir empfehlen deshalb eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis zur Studienvorbereitung,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305156/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters





                                    Informationen des Auswärtigen Amts zum Sperrkonto"
